3.784077762185760463e+01,5.174571552427085663e+01,4.505082488168157795e+01,1.420826777579616476e+02
2.530416548789699149e+01,3.717961231211457118e+01,1.193041753804855531e+01,6.291745469796231305e+01
4.661218885475011575e+01,2.274772402772544311e+01,1.657423924647477875e+01,1.581179095765313036e+02
9.080637933584586108e+01,6.141415498842981435e+01,3.243887612084272973e+02,7.070341787151729704e+02
2.953900911202100943e+01,5.224903480847959969e+01,2.783149072588924966e+01,8.620076995828988231e+01
1.694980449000866685e+01,7.621865334853410445e+01,1.382615089882113146e+01,1.356502369952465692e+01
4.653182861215696420e+01,7.988454161884860127e+01,1.070623172455086518e+02,7.640202656336290943e+01
1.455022826131038371e+01,7.884259706347965846e+01,1.039703399726501232e+01,8.202546106444458474e+00
3.524801713499212497e+01,2.347546198071993118e+01,1.005904277454622431e+01,9.264534134513904462e+01
9.965598527291493269e+01,4.739047096241717583e+01,2.744656780412755097e+02,1.009873546424196434e+03
6.041303639294481442e+00,3.150107181437048354e+01,5.083958245213948679e-01,3.318366996012583225e+00
8.000566300605294501e+00,4.291159675766763826e+01,1.513953948092811030e+00,6.514189366199564013e+00
4.737694368263862543e+01,7.895022806601280863e+00,2.160673267626578298e+00,6.232429981755245052e+01
2.805097384689949536e+01,5.164888845476643553e+01,2.468989028195933599e+01,7.813875116007021404e+01
6.307382978090625159e+01,5.438373889669224326e+01,1.341388341983114572e+02,3.843662704409866251e+02
5.892065186627915097e+01,8.458321500949489291e+01,1.755462335939769503e+02,6.658357021608493653e+01
6.815791160429812123e+01,5.229080237692109989e+01,1.483430095814060223e+02,4.587621999246921405e+02
9.016015855057784734e+01,7.941712204302974953e+01,4.007483159896734151e+02,2.994962535970573185e+02
6.175308467347000629e+01,7.808765583159040347e+00,3.591617936331618299e+00,1.047586047467481336e+02
3.779341152402492554e+01,6.690320579538011714e+01,6.166006239152385859e+01,1.051846713193430105e+02
1.078990812554658785e+00,6.662285836867617661e+01,5.004750825569780071e-02,8.653515683815550530e-02
5.041738903882975187e+00,2.650790846734481221e+01,2.583449204494764895e-01,2.071922759179874340e+00
6.639446465006686537e+01,3.137759419135214145e+01,6.097368917387914422e+01,3.999153358824769384e+02
