8.133493511081304916e+01,6.378280798691863396e+01,2.716470051062394759e+02,5.350726307124135701e+02
2.951419726179544867e+01,1.716224631043906657e+00,3.986382662119114517e-02,5.321787928984186955e+00
2.279754579229177480e+01,3.868015440783782566e+01,1.035718325880873536e+01,5.174823441942572799e+01
6.943866826757697197e+01,7.207292188024624124e+01,2.226987398274901579e+02,2.881839143365561426e+02
5.503353077419858153e+01,9.740600070033192281e+00,4.423202551197420007e+00,1.030673987420847624e+02
1.936297801350353964e+01,7.288978895576060779e+01,1.747303315518496802e+01,2.151526306438731595e+01
7.874031911021805996e+00,4.478569303145040692e+01,1.569810589687448577e+00,6.326392217848350263e+00
2.028569827356366773e+01,4.438786736920789622e+01,1.027340075742322334e+01,4.198118539837553698e+01
2.917669723954935534e+01,4.242748577320359971e+01,1.976886251603531974e+01,8.651528242254173051e+01
1.370431342877329683e+01,7.861151592130453025e+01,9.208441668517082235e+00,7.419286222183894886e+00
1.949012381740406852e+01,7.901326680025733129e-01,3.685533518327026650e-03,1.068945193939218052e+00
7.199947132331078592e+01,3.544474323036996566e+01,8.894776427131796481e+01,4.998195796883711637e+02
5.638290831992838292e+01,1.580594643658497844e+01,1.203343608579546320e+01,1.700336877996730323e+02
6.904527234688281112e+01,3.551032429068126106e+01,8.206146725021805821e+01,4.600083808350388495e+02
4.366733048702625553e+01,4.311694477989870933e+01,4.544866620314313366e+01,1.941548906217313970e+02
3.513138856105689456e+01,8.653380434261667631e+01,6.273994669579815309e+01,1.520074402287834481e+01
1.542051810124302946e+01,1.670090851699083245e+01,1.001940581013708087e+00,1.335779797627106724e+01
4.756520432651642949e+01,8.656558926648719421e+01,1.150168050348803916e+02,2.761032190757671145e+01
3.499368805380670722e+01,1.859808759956716528e+01,6.354886142515408842e+00,7.554098891289164897e+01
1.770087876606432076e+01,7.759152963609901121e+01,1.524765522835103404e+01,1.341911046398157126e+01
6.317063975183173596e+01,5.321677137027747762e+01,1.305985367600616200e+02,3.905623138689074949e+02
1.930117895405705042e+01,5.531194383502823797e+01,1.285087732418174156e+01,3.557762636138556189e+01
8.631122092329273698e+01,7.986794767841374210e+01,3.683205938061374809e+02,2.632819784219865369e+02
6.208701322241908827e+01,1.934078381880803121e+01,2.157196530488398167e+01,2.458383371624510971e+02
1.070021922794235358e+01,4.759755845517621964e+01,3.185253138682736296e+00,1.163513887620549170e+01
6.982055429915249078e+01,2.189072300881867505e+01,3.457401367834056316e+01,3.441832624436846686e+02
5.068381660448388715e+01,3.009877236411544033e+01,3.296179966253738769e+01,2.274595854854677270e+02
6.685919684982120259e+01,3.851521211342896578e+01,8.844131941065612068e+01,4.445016159334375629e+02
8.403984576518365657e+01,4.419539880530966514e+01,1.751112176104987839e+02,7.203990074841883597e+02
4.857142207448972293e+00,5.365873045812683984e+01,7.809773486684308264e-01,2.298205695715441088e+00
5.688033737489453756e+01,7.433889421082888305e+01,1.530411686315370332e+02,1.716234249462409878e+02
1.081515805226095317e+01,4.565122671330082227e+01,3.051692218151953906e+00,1.193239016075613179e+01
9.587647359723254681e+01,8.383850196648626252e+01,4.635919841308104310e+02,2.001881002360306070e+02
4.436143923521812837e+01,3.183209072891988178e+00,3.095945915718372188e-01,2.226710037947264809e+01
8.038773917077189424e+01,5.210078779959013673e+01,2.052954969293159309e+02,6.392546022551348415e+02
6.723732227215279522e+01,3.030852736935059255e+01,5.874296082019429122e+01,4.019687678271624804e+02
7.871703366826309889e+01,5.867525937423619808e+01,2.306935760690894881e+02,5.616014740139230526e+02
2.479047468874401261e+01,3.201224759132720266e+01,8.811099255831718935e+00,5.637600604184381581e+01
4.279899905714999875e+01,2.716024728316548575e+01,1.947403934646037627e+01,1.518285467511404079e+02
7.924396436984359582e+01,7.796057634250504975e+01,3.064487504649137009e+02,2.614324426655701927e+02
9.336350250451795318e+01,2.630920233755789184e+01,8.736297906474707986e+01,7.067764144078162190e+02
8.548305929780275036e+00,1.122786238117551960e+01,1.413470046117237255e-01,2.848148308074194723e+00
5.955023641974555915e+01,3.527389498148023961e+01,6.033834629376510605e+01,3.412051381324333761e+02
5.939646113649575909e+01,7.039292360147554461e+01,1.597282162853646810e+02,2.275955568502006940e+02
5.882644998380654755e+01,8.373299490287659808e+01,1.744548050957856731e+02,7.663323409483878379e+01
7.191899378812827592e+01,8.071296076011211085e+01,2.570221832800486368e+02,1.681171971408635102e+02
7.813418014433928249e+01,5.732373400543958297e+01,2.206867710134449112e+02,5.661973180448115954e+02
5.145022632174654831e+01,8.367995288323120917e+01,1.334208034793597335e+02,5.910818803972036761e+01
3.597572482044215292e+01,8.500979844121381745e+01,6.553366683033877393e+01,2.288864027419386460e+01
4.931025548309963114e+01,5.107335626148314844e+01,7.507977713844265111e+01,2.425576403149046598e+02
4.159089043834677568e+01,2.776281628375742727e+01,1.914972685312563883e+01,1.455115762591232169e+02
1.500115302342324242e+01,7.417686372349069757e+01,1.062773784632751806e+01,1.204792947102163936e+01
8.812963323222867018e+01,2.087936971039299294e+01,5.033466069607602833e+01,5.278239781190525264e+02
6.646851734761233388e+01,5.970112649240213898e+01,1.680372258295319057e+02,3.927543789079265935e+02
1.460904830603782045e+01,6.111179700414815130e+01,8.347637602383702671e+00,1.842360507100325862e+01
4.400769115897449524e+01,6.645997952114353780e+01,8.304865754473588879e+01,1.447183231286904572e+02
5.883235014008420194e+01,5.333074065161179789e+01,1.136133088447029422e+02,3.383598614168106451e+02
8.420248355480025282e+01,3.408223148591361706e+01,1.135958194626042541e+02,6.715698182972856785e+02
7.000760295514511711e+01,6.774072655785698771e+01,2.141744575231342935e+02,3.506462123872649954e+02
7.585393042179828171e+01,6.347716686610022307e+00,3.588494835296941243e+00,1.290314118359693509e+02
2.806676292014117635e+01,3.616058367913712601e+01,1.399286923321194642e+01,7.658581787346210490e+01
