4.745018164854912612e+01,1.279994271799075634e+01,5.638368858370613523e+00,9.926995225819368329e+01
6.654207144296351828e+01,3.410300574221405157e+01,7.101833088449501474e+01,4.195271366859688555e+02
8.941938786207265366e+01,1.216735656084863848e+01,1.812242138103668765e+01,3.362053193918233092e+02
9.237297959862267760e+01,6.294734824774801751e+01,3.452935320063453446e+02,7.053428541844883739e+02
1.104836885387068257e+01,8.145751291705558117e+01,6.090462436673485414e+00,3.659373662072140654e+00
2.376178120153710083e+01,1.356586617481068480e+01,1.584969948539030726e+00,2.627440050182775977e+01
6.068017448992738849e+01,2.946945322862681138e+01,4.546699120251434323e+01,3.218507889781167250e+02
4.348638484118765035e+01,7.276321811412185525e+01,8.801113394957793901e+01,1.092236932677087538e+02
9.808923708650347351e+01,8.019898956719018202e+01,4.766680840203629259e+02,3.293741270140021129e+02
3.603554291320764946e+01,2.973984138718164871e+01,1.630342964222120017e+01,1.141473151905563697e+02
2.152858386051341810e+01,3.567607097615187683e+01,8.042903660639764141e+00,4.481101999554846316e+01
6.412758480431450892e+01,8.255788728176140978e+01,2.062936736707685554e+02,1.077882785982683913e+02
6.817142693380657192e+01,5.254966740021830418e+01,1.494373795850089266e+02,4.578466288521885303e+02
9.761498538804491432e+01,8.868126963848294508e+01,4.858999230387689181e+02,4.474215441164172802e+01
4.301805164023408956e+00,4.368250414058977071e+01,4.503768295896922735e-01,1.886322591143011040e+00
7.001645332494010887e+00,6.434184739592531344e+01,2.032230675346903936e+00,3.904876551030481480e+00
6.401941159314891650e+01,8.597672886149855742e+01,2.080770220274468443e+02,5.854036237741230764e+01
1.568901201027295134e+00,6.283313209783077724e+01,9.940387395745640953e-02,2.040560381932182143e-01
3.712152965556848727e+01,1.605899574032965305e+01,5.380030826174952097e+00,7.475897916847905833e+01
1.140256173677544105e+01,1.098206887727917369e+01,2.407392281592401762e-01,4.962274602088085906e+00
6.742736283381121609e+01,4.580081574488409757e+01,1.192225250361472888e+02,4.637421479562865443e+02
9.175035828084408251e+01,4.879397593939417987e+01,2.431052261604794182e+02,8.514707618648599237e+02
6.017889157655233134e+01,3.199682617074707380e+01,5.187698274890166772e+01,3.321230438995700638e+02
3.643603064213748155e+01,4.438570527000728561e+01,3.314079619833770352e+01,1.354366458649801075e+02
3.482760774218379396e+01,3.116912648236913608e+00,1.829644673442812064e-01,1.343989991680535390e+01
7.205759608495671387e+01,5.557253112575742726e+00,2.484369868247521040e+00,1.021348191037501181e+02
1.681033229292051701e+01,7.069374172362591935e+01,1.284174721845288047e+01,1.799476267987345679e+01
5.083790870905768600e+01,1.657002159559543131e+01,1.072453490133798226e+01,1.441744358862244439e+02
4.772958312296417205e+01,8.112628561199757371e+01,1.134645311889166948e+02,7.085897832496121396e+01
7.945384122020716688e+01,6.516507209213273200e+01,2.652697172860559931e+02,4.910724350282830528e+02
3.325463369357071031e+01,3.404217377665400335e+01,1.768148274385205099e+01,1.046892011315958513e+02
6.840708851072689356e+01,8.496924196211266178e+01,2.369156082498508908e+02,8.342237054619501180e+01
7.630066298504840461e+01,9.141990863371505682e+00,7.498047635791909471e+00,1.863727698717436567e+02
4.218909124760229190e+01,3.561424790187064104e+01,3.079465634976525124e+01,1.719637219174697975e+02
1.682570561450471658e+01,2.788571037335386471e+00,3.418737241960416451e-02,2.807524364202286016e+00
5.127247654257336507e+01,7.110383359060821817e+01,1.200585399214568412e+02,1.643850055176044975e+02
7.617848674294708644e+01,2.170197746132728867e+01,4.048486413003995921e+01,4.068950061965574037e+02
1.475752092350919398e+01,8.842693595977409871e+01,1.110307665307685632e+01,1.219652867289231502e+00
2.848198681702869095e+01,3.021656266290510828e+01,1.048301408546099722e+01,7.199860480564204579e+01
6.078125253162248498e+01,5.013553701376994098e+01,1.110480966828109501e+02,3.709346122583668830e+02
6.908910005600145610e+01,3.442246093506658866e+01,7.782269190675194181e+01,4.542466001876022688e+02
2.078867715549326078e+01,5.359425028255310508e+01,1.428270709025975194e+01,4.212932945713843225e+01
7.837292129448697153e+01,6.915325163743858639e+00,4.543035010092347115e+00,1.498304442208879834e+02
4.058762461376714015e+01,1.705895101243308432e+01,7.233019133906042342e+00,9.428548706324008322e+01
8.279262872505317716e+01,6.707592118402094172e+01,2.966655284368735011e+02,5.018534927625518094e+02
3.041866324589415083e+00,1.527990195803067941e+01,3.278685484290620733e-02,4.800557678506656711e-01
5.501376766271172869e+01,2.471971081066895337e+01,2.700302243435141136e+01,2.346224816450823027e+02
